comment_id,Comment,abuse_type,platform,lang,cur_emotion,final_emotion,final_polarity,is_correct?,notes
C00325,তার কর্মফল সে তার মা বাবার দেখাশোনা করেছে কী?একমাত্র সুসন্তানই ইহকাল ও পরকালে উপকারে আসে।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01295,"স্ত্রী, সন্তান কে বিশ্বাস না করে তাদের ফকির বানিয়ে ভাইকে সব দিয়েছেন এখন তার ফল ভোগ করেন।",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00269,এদেরকে বাংলা মিডিয়ামে ইংলিশ মিডিয়ামে অমানুষ গড়েছে দ্বীন শিক্ষা দেয় নাই তাই এই পরিণতি,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00043,তেতো হলে ও একটা সত্য হলো এই পরিনতির জন্য তাদের ও দোষ ছিলো।দ্বীনি শিক্ষা দেয়নি সন্তানদের।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00323,"এই লোকের মত ত ব্যকগ্রাউন্ড চেক করে দেখলে হয়তো তার বাপ মা কে গ্রামে রেখে আসছে, তার ফলাফল",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00317,ছেলে মেয়ে অশিক্ষিত হলেই মনে হয় ভালো হয় শিক্ষিত করে লাভ কি বাবা যদি বৃদ্ধাশ্রমে থাকে।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00086,"কুরআনের শিক্ষার অভাব , আজ প্রত্যেকটা বাবা মার উচিত ছেলে মেয়েকে কুরআনের শিক্ষা দেওয়ার।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00990,Boro vai ato kosto kore ki pailo tahole .ma to choto cheler pokhkho nia miththa boltise,Abandonment,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00327,এই জন্যেই ছেলেমেয়েদের ধর্মীয় শিক্ষাটা দেওয়া জরুরি। আল্লাহ এমন করুন পরিনতি কারও না করুক।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00197,sikkhito korte jeye manush korte bhule geche.haram income will bite you back like this,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00249,"বয়স হয়েছে, এখনো পর্দা করেন না। আল্লাহর রহমত  কিভাবে আসবে। যার যার ধর্ম অনুযায়ী চলুন।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00213,গরিব মধ্য বিত্ত গর বাবা মা বাড়িতেই থাকে সন্তানের সাথে। কারণ তারা যে উচ্চ শিক্ষিত না।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01386,এখন কার বৌয়েরা শাশুড়ি কে সয্য করতে পারেন না তারা শুধু নিজের মা বাবা কে নিয়ে বেসত্,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00423,"আফসোস ,শিক্ষিত পরিবার গুলোর মা বাবা বেশি বৃদ্ধাশ্রমে! হাহ...নৈতিক শিক্ষার কত অভাব😢😢",Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00683,"Everyone need Islamic education, legal income, no corruption makes happy 😁 family 😂",Abandonment,YouTube,latin,Victim-blaming,Neutral-Other,Negative,,
C01401,"Selem master Nejjer basaa manosh naa kore, 2 Taa kotter bassa palleonek balo hoto,,",Verbal Abuse,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00051,Prottekr joboney goriber hok adai kora ucith.nahoy amon pol sobair vog korte hobe,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00079,😢😢😢😢😢😢😢সন্তান কে সু শিক্ষায় শিক্ষিত করেছেন কিন্তু সু মানুষ করতে পারেন নাই 😢😢😢😢😢😢😢,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00324,শিক্ষিত মানুষের বাবা মা বৃদ্ধাশ্রম এ থাকে কোন মূর্ক ছেলেমেয়ের বাপ মা ককনো তাকে না,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00349,ছবি আঁকা কোন লাভ নাই লাভ নেই দাদা আস্তাগফিরুল্লাহ দরুদ শরীফ পাঠ করো আল্লাহকে ডাকো,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01307,দুই ছেলেকে ইংলিশ মিডিয়ামে না পড়িয়ে মাদ্রাসায় পড়ালে আজকে এই দিন দেখতে হতো না,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00251,😂😂😂😂 ওরা ওদের বাবা মায়ের সাথে একদিন অসাদ আচারন করে ছিলো অস্বাভাবিক কিছু নয় 😂😂😂,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00203,"সারাজীবন ইসলামের বিপক্ষে ছিলেন, ছেলে মেয়ে কে আধুনিক শিক্ষা দিছেন এখন কেন অভিযোগ",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00077,"প্রাতিষ্ঠানিক শিক্ষার চেয়ে, ইসলামিক শিক্ষা, মামবিক ইনসাফের শিক্ষা অত্যন্ত জরুরী",Neglect,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,
C00328,"সন্তানকে সুশিক্ষিত ও নৈতিক শিক্ষা না দেওয়ার ফল,নিজের কর্মের কিছু ফল ভোগ করতে হয়",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01144,ঢাক মেডিক্যালে মানে অনেক হারাম পয়সাই খাওয়াই মানুষ কোরছে ছেলেদের  তাই এই অবস্থা,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00538,আজ।যদি আপনি ছেলেকে শিক্ষিত না বাণী সুশিক্ষিত বানাতেন আজ আপনাদের পরিণত হইতো না😢,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01478,মেয়ে মানুষটা নিষ্ঠুর কম হয় মেয়েকে ভালো শিক্ষা দেয়নি হয়তো হয়তো বেপরোয়া,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00069,এগুলো বুড়া হয়ে ভালো হওয়ার ভান ধরছে। যৌবনে গিয়ে দেখো তার মা- বাবাকে দেখতো না।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00268,উচ্চ শিক্ষা নিয়ে কি লাভ নিজের জন্মদাতা বাবা মাকে সম্মান করতে ব্যর্থ হই।।।।,Neglect,YouTube,bengali,Victim-blaming,Anger/Condemnation,Negative,,"Lamia audit: condemns abuser/3rd party, not victim"
C01412,চাচায় সবাইকে শিক্ষা দিছে শুধুমাত্র নিজের ২ মেয়েকে সুশিক্ষিত করতে পারলো না,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01151,ঠিক আছে।। এসব লোক যৌবন কালে মানুষ দের অনেক ঠকাইছে।।পাপ বাপকেও ছাড়ে না।।🎉,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00271,"হাহাহা, এটাই তো হওয়ার কথা ছিল অনিমেষ, যখন প্রয়োজন ছিল তখন কি করেছিলে।",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00687,আমি একটা জিনিস খুব লক্ষ করছি যারা বৃদ্ধাশ্রমে আছে তারা সবাই শিক্ষিত লোক,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00374,এ জন্যে মা বাবার কর্তব্য সন্তান কে ধর্মীয় শিক্ষায় বেশি প্রাধাণ্য দেওয়া।,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00263,"যাকাত দেইনাই,  দানও হয়তো করিনাই,  নামাজ কালাম হয়তো শেখাই নাই, সন্তানদের",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00503,"সন্তানকে দ্বীনি এলেম শিক্ষা দেন -তাহলে আর এমন পরিণতি ভোগ করা লাগবে না,",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00071,যতো যায় বলুন আপনি পিতা হিসেবে ব্যার্থ। সন্তানদের দ্বীন শিক্ষা দেন নাই।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00302,নিশ্চয়ই উনি উনার বাবার সাথে এমন আচরন করছে যার কারণে আজ তার ফল পাচ্ছেন,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01452,"অতি হিসেবের এই অবস্থা ।। উনার মাথা ঠিক নেই, তিনি টাকা দিয়ে কি করবেন?",Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00182,"আমরা শুধু ছেলেমেদের দোষ ধরি ,  আমাদের দোষ থাকতে পারে  এটা মনে করিনা",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00194,এরা ইয়ং বয়সে সরকারী এক একটা চোর ছিল।। তাই হারামের টাকায় এ অবস্থা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00984,যেটুকু বুঝলাম সকল দোষই মায়ের । তাকে সসম্মানে আইনের আওতায় আনা হোক ।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00208,সারা জীবন ঘুষ দূর্নীতি অনিয়ম করে কি লাভ যদি বৃদ্ধাশ্রমে থাকতে হয়,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00697,বিদ্ধাআস্রমে তো অশিক্ষিত লোক দেখলাম না। ধিক্কার জানাই এই শিক্ষার।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00303,ওটা আপনার প্রাপ্য ছিল আপনি আপনার সন্তানকে হালাল টাকা খাওয়ার নাই,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00662,বৃদ্ধাশ্রম থেকে মুক্তির উপায় ইসলামী আইনে সন্তানদের শিক্ষা দেয়া।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01309,Uni nijer dayitter kotha bolenna...shudu bunderkei dushi korche,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00252,এমন চিন্তা আগে ঠিক না করার মাশুল এখন বসে বসে আফসোস করে লাভ নাই।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01291,ছেলেদের যদি আরবি শিক্ষা দিতো তা হলে হয়তো আজ এমন অবস্থা হতো না।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01329,মেয়েরা বিয়ের পরে বাপের বাড়িতে আসে শুধু সুবিধা ভোগ করার জন্য,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00181,প্রত্যেক পিতামাতার উচিত সূরা লোকমানের আলোকে সন্তানদের গঠণ করা।,Neglect,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,
C00023,ওনারও সম্ভবত ওনাদের বাবা মাকে করেনি তাই প্রকৃতির উপহার পেয়েছেন,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01215,শিক্ষিত  হইলেও ধর্মীয় ও নৈতিক শিক্ষার অভাব রয়েছে তাই এই অবস্থা,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00336,Lack of religion education. His kids already have bought hell.,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00737,"বুড়া খুব মেজাজী মনে হয়, কারো সাথে মেলে না, ওনার সমস্যা আছে ।",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00436,ছেলেমেয়েদেরকে শিক্ষিত না বানিয়ে নৈতিক শিক্ষাটা দেওয়া জরুরী,Verbal Abuse,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,
C01616,নিজে শিক্ষক হয়ে নিজের সন্তানদেরকে সঠিকভাবে মানুষ করতে পারেনি,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00266,হারাম উপার্জনে শেষ পরিণতি ভয়াবহ হয় ।যা দুনিয়ায় দেখে যেতে হয়,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01121,নষ্ট  চরিত্রে লোক ছিলো তারা আজ চি থু লজ্জা লাগে না 😅😮😢😂চি থু,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00991,Ma hoye dui chokhe sontan der dakhle to ma  er arokom e hobe,Abandonment,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01548,সঠিক সময়ে সন্তানকে শিক্ষা না দিলে ভবিষ্যৎ প্রজন্ম এমনই হবে।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01276,অলস মার্কা লোক ব্যবসায়ী মানুষ কখন রাস্তাঘাটে থাকতে পারে না,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01683,মানুষের মধ্যে যদি ইসলামের শিক্ষা না থাকে তাহলে এই রকমই হবে।,Physical Abuse,Facebook,bengali,Victim-blaming,Victim-blaming,Negative,,
C00232,Jodi manoser jonno ora kiso korto tahole ajke amon hoto na,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01435,এই বয়সে ৪২ লক্ষ টাকার রাকার দরকার কি?  সালাসিয়া না বুড়া,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01466,মেয়েদের দোষ নাই।আল্লাহর ইচ্ছায় হয়েছে। সারাজীবন ঘুষ খাইছে,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00294,ছেলে মেয়েদের উচ্চ শিক্ষা না দিয়ে সু শিক্ষায় বড় করেন,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00722,মুজিবুল হকের এটিটিউড ঠিক না। হয়তো ৩১ বছরের কারনে ঘটেছে।,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00281,"ওনি সন্তানদের আখেরাত মুখী করতে পারননি, নিজেও ধার্মিক না",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00290,বৃদ্ধাশ্রমে  যাওয়ার আগে কোরআন  ভালভাবে বুঝে পড়া উচিত,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01044,একটা ছেলেকে আলেম বানালে হয়তো সে মা বাবাকে কষ্ট দিতো না,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01085,দুনিয়ার  শিক্ষায় শিক্ষিত করলে পরিণতি এমনই হওয়ারই কথা।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00516,আল্লাহর দিনি শিক্ষা না দিলে ছেলে মেয়েরা এমন আচরন করে।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01178,"এইটা বাবা মার দোষ, সন্তান‌কে  সুশিক্ষিত করতে পারে নি।",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00653,সবাই আলেম বানান সন্তানদের তাহলে মা বাবার মূল্য বুঝবে,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00278,সন্তান কে শিক্ষিত করেছেন কিন্তু মানুষ করতে পারেন নি।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00017,একটা ছেলেকে মৌলভী করালে আরবি শিক্ষা প্রতিষ্ঠান দিলে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00312,ওনার ছেলে মেয়েকে উনি মানুষ নয় জানোয়ার বানিয়েছেন,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00427,Ki odvoot! Apnar takar control onner upor den keno?,Verbal Abuse,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00353,ছেলেদের শিক্ষিত করার দরকার কি যদি সন্তানেরা এরকম হয়,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00368,হালাল ইনকাম ছাড়া কেউ সন্তানদের প্রতিষ্ঠিত করবেন না।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00040,শিক্ষা দিবেন দুনিয়ার আর আশা করবেন আখেরাতের তা কি হয়,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00255,এগুলো দেখে হারাম-হালালের মধ্যে পার্থক্য বুঝতে হবে।,Neglect,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,
C00355,সন্তানদের ধর্মীয় মূল্যবোধ শিক্ষা না দিলে এমনই হবে৷,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00191,ওনাদের মতো এই জাতিকে আরও ইসলামের শিক্ষা অতি জরুরি,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00239,তুমি তাদের ইসলাম শিক্ষা দেননি তাই তোমার এই অবস্থা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00954,Ma kano chutu pulary  jomi rastri kory dilo Kano,Abandonment,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00955,Ai khany mayer o dus achy  sobai sudu ma ma kory,Abandonment,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00258,আপনাদের ছেলে মেয়েদের কে কওমি মাদ্রাসা পড়ার দরকার,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00260,সমস্যা নাই ঘুস খেয়ে ছেলে মেয়ে বড় করলে এমনি হব,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00230,এই গুলোই আল্লাহর বিচার দেখেই মনে হচ্ছে শাহাবাগি,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00188,সন্তান কে দ্বীন শিক্ষা দিলে আজ এ অবস্থা হতো না।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00045,কওমী মাদ্রাসায় না পড়া‌লে এমন অবস্থায় পড়‌তে হ‌বে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00321,উনিও হয়তো তার বাবা-মাকে এভাবেই ভুলে গিয়েছিলেন!,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00256,শাহাবাগী পরিবার মনে সুখ নেই। আললাহ কি করে দেখ,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00345,ছেলে মেয়েকে পারিবারিক শিক্ষা না দিলে যা হয়।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00246,যতই শিক্ষিত করুন এলমে দিনের শিক্ষায় কমতি আছে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01169,"সব বাবা, বাবাই হয় আর কিছু বাবা জানোয়ার ও হয়",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00092,"Where you get money ,Gus takay not comfort.",Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00201,নাদিরা হয়তো কাউকে ঠকিয়েছে তাই তার এ অবস্থা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01146,উত্তম মা না হলে উত্তম সন্তান হওয়া সম্ভব না,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01462,শিক্ষক নিজের সন্তানকে মানুষ করতে পারেনি। 😢,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00341,He didn't give them religious education .,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01059,সন্তানদের মানুষ না বানিয়ে পশু বানিয়েছেন?,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00364,ধর্মীয় শিক্ষা না থাকায় আজকের সমাজের কলংক,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00291,নিশ্চয়ই এরাও বাপ মার সঙ্গে এরকমই করেছিল,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00342,ধর্মীয় শিক্ষা দেন নাই এটা আপনার ব্যর্থতা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00029,হারাম টাকায় ছেলে মানুষ করলে ফল এমন হয়।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00214,তাদের এই পরিনতির জন্য তারা নিজেরাই দায়ী,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00259,শিক্ষিত বানানোর আগে মানুষ বানানোর জরুরী,Neglect,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,
C00394,চাষা ভুষার বাবা কোন বৃদ্ধাশ্রম থাকে না?,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00037,ছেলেমেয়েকে ধর্মীয় শিক্ষা না দিলে যা হয়।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00700,কোনো গরিবের বাবা মা থাকে না বৃদ্ধাশ্রমে,Abandonment,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,"Lamia audit: condemns abuser/3rd party, not victim"
C00657,হালাল  খাওয়া খাওলে  সন্তানরা এরকম হতোনা,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01593,এই জন্য দ্বীনি শিক্ষার কোন বিকল্প নেই।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01621,chele shikkhito korsen manush banannai,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00228,ধর্মের শিক্ষা ছাড়া সব শিক্ষাই মূল্যহীন,Neglect,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,"Lamia audit: condemns abuser/3rd party, not victim"
C00288,বেশির ভাগ সিক্ষিত পেমেলিতে এই গোলা গটে,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01217,ইংলিশ মিডিয়ামের স্টুডেন্ট রা এমনই হয়!,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00244,তোমার সময় যখন ছিল তখন তুমি দান করোনি,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00340,সন্তানদের অমানুষ বানালে এমন তো হবেই।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00903,ধর্ম কর্ম না শেখালে এমনটা হতেই পারে?,Physical Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00297,যুবক বয়সে দুর্নীতি করছে তার পাপের ফল,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00233,Akon bojok ai mohila ki korse jibone,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01116,Pagoli mayer mukher golpo .khansama.,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00053,আপনি মনে হচ্ছে অবৈধ টাকা আয় করেছেন!,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00660,"আমি বিশ্বাস করি, যেমন কর্ম তেমন ফল।",Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00192,অতি পরালেখা করা মানুষ অনেক খারাপ হয়,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00346,মুখ বলে এক কথা আর চোখ বলে অন্য কথা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01428,এই জন্যই মেয়েদের বেশি পড়াতে হয়না।,Verbal Abuse,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,"Lamia audit: condemns abuser/3rd party, not victim"
C00432,"ইসলামী জ্ঞান,কুরআনের জ্ঞান দরকার,",Verbal Abuse,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,
C01115,Briddho boyoshe mitthe kotha bole,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01650,বেশি শিক্ষায় শিক্ষিত হলে যা হয়,Neglect,Facebook,bengali,Victim-blaming,Victim-blaming,Negative,,
C00685,তুমি সু সন্তান জন্ম দিতে পারোনি,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01546,Ei babar confirm dosh ase......,Abandonment,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C01385,বৃক্ষ তোমার নাম কি ফলেই পরিচয়।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00186,Basi smart bania aj ay porinoty,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00179,"তুমি যেমন তোমার মেয়েরাও তেমন,,",Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01088,ধর্ম কর্ম না শিখাইলে  এম হবে।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00184,হারাম পয়সার ফল ভোগ করো তোমরা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01177,ইসলামের শিক্ষা না থাকায় কস্ট,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01597,দ্বিনী শিক্ষা না দিলে যা হয়,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00093,Durnitir taka kha.buj moja.,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00225,বেশি মিক্ষিত হলে যা হয় আরকি,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00234,এরা সমাজ সেবক না সমাজের বিষ,Neglect,YouTube,bengali,Victim-blaming,Anger/Condemnation,Negative,,"Lamia audit: condemns abuser/3rd party, not victim"
C00189,বেশী সিক্ষিতো তাই এই অবস্তা,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00651,সুদি তোদের  শিক্ষিত সমাজ কে,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00021,কোন আলেমের বাবা এখানে নেই,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00350,আল্লাহ নিয়ে ভাবেন না তিনি,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00003,ধর্মীয় শিক্ষার অভাব ছিল।,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00272,বেশি শিক্ষিত হওয়ার ফল!!,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00310,ধর্মীয় শিক্ষা দিতে হবে,Neglect,YouTube,bengali,Victim-blaming,Neutral-Other,Negative,,
C00296,ও নি হালাল রুজি করে নাই,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00658,Kormofol kharaf chhilo,Abandonment,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00672,ইসলাম ছাড়া শিক্ষার ফল,Abandonment,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00216,Tomar jonno ai durkar,Neglect,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00435,চাচার ও প্রবলেম আছে।,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01525,Tader o kiso dus ase,Abandonment,YouTube,latin,Victim-blaming,Victim-blaming,Negative,,
C00267,যেমন শিক্ষা তেমন ফল,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00318,অমানুষ বানালে যা হয়,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00449,নিশ্চয় বদ্মাস ছিলো,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00411,হায়রে শিক্ষিত সমাজ,Verbal Abuse,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C00057,যেমন কর্ম তেমন ফল,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
C01606,স্যার এর কমের ফল,Neglect,YouTube,bengali,Victim-blaming,Victim-blaming,Negative,,
